                    Name      Mass  Radius  Orbit  Smass  Distance  Habitable           Method  Year  Unnamed: 9
2072        Kepler-385 b      3.92    2.73   0.10   1.09       NaN          0  Primary Transit  2014         NaN
2073        Kepler-385 c      5.46    3.04   0.13   1.09       NaN          0  Primary Transit  2014         NaN
2074        Kepler-386 b      2.65    1.39   0.10   0.74       NaN          0  Primary Transit  2014         NaN
2075        Kepler-386 c      4.20    1.58   0.15   0.74       NaN          0  Primary Transit  2014         NaN
2076        Kepler-387 b      0.96    1.03   0.07   1.03       NaN          0  Primary Transit  2014         NaN
2077        Kepler-387 c      0.58    0.88   0.10   1.03       NaN          0  Primary Transit  2014         NaN
2078        Kepler-388 b      0.43    0.81   0.04   0.59       NaN          0  Primary Transit  2014         NaN
2079        Kepler-388 c      0.53    0.86   0.09   0.59       NaN          0  Primary Transit  2014         NaN
2080        Kepler-389 b      3.59    1.51   0.04   0.78       NaN          0  Primary Transit  2014         NaN
2081        Kepler-389 c      3.14    1.46   0.11   0.78       NaN          0  Primary Transit  2014         NaN
2082        Kepler-390 b      0.45    0.82   0.07   0.67       NaN          0  Primary Transit  2014         NaN
2083        Kepler-390 c      0.39    0.78   0.10   0.67       NaN          0  Primary Transit  2014         NaN
2084        Kepler-391 b      6.39    3.19   0.08   1.22       NaN          0  Primary Transit  2014         NaN
2085        Kepler-391 c      8.79    3.54   0.16   1.22       NaN          0  Primary Transit  2014         NaN
2086        Kepler-392 b      0.86    1.00   0.06   1.13       NaN          0  Primary Transit  2014         NaN
2087        Kepler-392 c      1.18    1.10   0.09   1.13       NaN          0  Primary Transit  2014         NaN
2088        Kepler-393 b      2.04    1.29   0.09   1.32       NaN          0  Primary Transit  2014         NaN
2089        Kepler-393 c      2.30    1.33   0.12   1.32       NaN          0  Primary Transit  2014         NaN
2090        Kepler-394 b      4.42    1.60   0.08   1.11       NaN          0  Primary Transit  2014         NaN
2091        Kepler-394 c      5.02    1.66   0.11   1.11       NaN          0  Primary Transit  2014         NaN
2092        Kepler-395 b      0.96    1.03   0.06   0.53       NaN          0  Primary Transit  2014         NaN
2093        Kepler-395 c      2.23    1.32   0.18   0.53       NaN          0  Primary Transit  2014         NaN
2094        Kepler-396 b     69.95    3.47   0.37   0.81       NaN          0  Primary Transit  2013         NaN
2095        Kepler-396 c     16.85    5.26   0.23   0.81       NaN          0  Primary Transit  2013         NaN
2096        Kepler-397 b     24.64    2.45   0.14   0.81       NaN          0  Primary Transit  2014         NaN
2097        Kepler-397 c     46.95    6.17   0.48   0.80       NaN          0  Primary Transit  2014         NaN
2098        Kepler-398 b      0.68    0.93   0.04   0.68       NaN          0  Primary Transit  2014         NaN
2099        Kepler-398 c      0.89    1.01   0.09   0.67       NaN          0  Primary Transit  2014         NaN
2101        Kepler-399 b      0.77    0.96   0.10   0.70       NaN          0  Primary Transit  2014         NaN
2102        Kepler-399 c      2.97    1.43   0.15   0.70       NaN          0  Primary Transit  2014         NaN
2103        Kepler-399 d      8.29    1.89   0.26   0.70       NaN          0  Primary Transit  2014         NaN
2104        Kepler-400 b      4.89    1.65   0.09   1.08       NaN          0  Primary Transit  2014         NaN
2105        Kepler-400 c      3.40    1.49   0.13   1.07       NaN          0  Primary Transit  2014         NaN
2106        Kepler-401 b      5.68    1.71   0.12   1.17       NaN          0  Primary Transit  2014         NaN
2107        Kepler-401 c     13.85    2.15   0.27   1.16       NaN          0  Primary Transit  2014         NaN
2109        Kepler-402 b      1.70    1.22   0.05   1.09       NaN          0  Primary Transit  2014         NaN
2110        Kepler-402 c      3.99    1.56   0.07   1.12       NaN          0  Primary Transit  2014         NaN
2111        Kepler-402 d      2.58    1.38   0.09   1.10       NaN          0  Primary Transit  2014         NaN
2112        Kepler-402 e      3.14    1.46   0.10   1.12       NaN          0  Primary Transit  2014         NaN
2113        Kepler-403 b      1.86    1.25   0.08   1.19       NaN          0  Primary Transit  2014         NaN
2114        Kepler-403 c      6.10    1.75   0.30   1.19       NaN          0  Primary Transit  2014         NaN
2116        Kepler-404 b      1.92    1.27   0.10   1.01       NaN          0  Primary Transit  2014         NaN
2117        Kepler-404 c      5.68    1.71   0.12   1.01       NaN          0  Primary Transit  2014         NaN
2118        Kepler-405 b     12.15    2.08   0.10   1.02       NaN          0  Primary Transit  2014         NaN
2119        Kepler-405 c     20.11    4.66   0.19   1.00       NaN          0  Primary Transit  2014         NaN
2120        Kepler-406 b      6.36    1.43   0.04   1.07       NaN          0  Primary Transit  2014         NaN
2121        Kepler-406 c      2.71    0.85   0.06   1.07       NaN          0  Primary Transit  2014         NaN
2122        Kepler-408 b      6.36    0.82   0.04   1.08       NaN          0  Primary Transit  2013         NaN
2123        Kepler-409 b     22.00    1.19   0.32   0.92     66.80          0  Primary Transit  2013         NaN
2124      Kepler-410 A b      4.41    2.84   0.12   1.30    132.00          0  Primary Transit  2013         NaN
2125        Kepler-411 b      8.10    1.88   0.04   0.83       NaN          0  Primary Transit  2013         NaN
2127        Kepler-412 b    298.55   14.84   0.03   1.17   1056.00          0  Primary Transit  2014         NaN
2128    Kepler-413(AB) b     67.02    4.34   0.35   1.36       NaN          0  Primary Transit  2013         NaN
2129        Kepler-418 b    349.73   13.44   0.37   0.98       NaN          0  Primary Transit  2014         NaN
2130        Kepler-419 b    861.62   12.43   0.21   1.22       NaN          0  Primary Transit  2012         NaN
2132      Kepler-420 A b    461.01   10.53   0.24   0.99    900.00          0  Primary Transit  2014         NaN
2133        Kepler-421 b     14.29    4.16   1.22   0.79    320.00          0  Primary Transit  2014         NaN
2134        Kepler-422 b    136.71   12.88   0.08   1.15       NaN          0  Primary Transit  2014         NaN
2135        Kepler-423 b    189.17   13.35   0.04   1.07       NaN          0  Primary Transit  2014         NaN
2136        Kepler-424 b    327.48    9.97   0.04   1.01       NaN          0  Primary Transit  2014         NaN
2138        Kepler-430 b      6.75    3.25   0.22   1.17       NaN          0  Primary Transit  2015         NaN
2139        Kepler-430 c      6.75    3.25   0.48   1.17       NaN          0  Primary Transit  2015         NaN
2140        Kepler-431 b      0.36    0.76   0.07   1.07       NaN          0  Primary Transit  2015         NaN
2141        Kepler-431 c      0.23    0.67   0.08   1.07       NaN          0  Primary Transit  2015         NaN
2142        Kepler-431 d      1.23    1.11   0.10   1.07       NaN          0  Primary Transit  2015         NaN
2143        Kepler-432 b   1720.06   16.24   0.26   1.35    874.00          0  Primary Transit  2014         NaN
2144        Kepler-433 b    896.59   16.24   0.06   2.82   1870.00          0  Primary Transit  2012         NaN
2145        Kepler-434 b    909.31   12.66   0.11   1.20   1240.00          0  Primary Transit  2015         NaN
2146        Kepler-435 b    267.07   22.29   0.09   1.54   2070.00          0  Primary Transit  2012         NaN
2156        Kepler-444 b      0.04    0.38   0.04   0.76       NaN          0  Primary Transit  2015         NaN
2157        Kepler-444 c      0.09    0.49   0.05   0.76       NaN          0  Primary Transit  2015         NaN
2158        Kepler-444 d      0.11    0.53   0.06   0.76       NaN          0  Primary Transit  2015         NaN
2159        Kepler-444 e      0.12    0.53   0.07   0.76       NaN          0  Primary Transit  2015         NaN
2160        Kepler-444 f      0.25    0.68   0.07   0.76       NaN          0  Primary Transit  2015         NaN
2161        Kepler-445 b      6.36    1.58   0.02   0.18     90.00          0  Primary Transit  2015         NaN
2162        Kepler-445 c      8.58    2.51   0.03   0.18     90.00          0  Primary Transit  2015         NaN
2163        Kepler-445 d      3.50    1.25   0.04   0.18     90.00          0  Primary Transit  2015         NaN
2164        Kepler-446 b      4.45    1.50   0.02   0.22    120.00          0  Primary Transit  2015         NaN
2165        Kepler-446 c      2.86    1.10   0.02   0.22    120.00          0  Primary Transit  2015         NaN
2166        Kepler-446 d      3.18    1.34   0.04   0.22    120.00          0  Primary Transit  2015         NaN
2167        Kepler-447 b    435.58   18.48   0.08   1.00       NaN          0  Primary Transit  2015         NaN
2168        Kepler-448 b   3179.40   16.02   0.15   1.45    426.00          0  Primary Transit  2015         NaN
2169        Kepler-449 b     11.47    2.05   0.10   0.97       NaN          0  Primary Transit  2015         NaN
2170        Kepler-449 c      4.06    2.76   0.20   0.97       NaN          0  Primary Transit  2015         NaN
2171        Kepler-450 b     46.17    6.14   0.20   1.35       NaN          0  Primary Transit  2015         NaN
2172        Kepler-450 c      3.42    2.62   0.13   1.35       NaN          0  Primary Transit  2015         NaN
2173        Kepler-450 d      0.48    0.84   0.08   1.35       NaN          0  Primary Transit  2015         NaN
2175    Kepler-453(AB) b     16.00    6.16   0.74   0.93       NaN          0  Primary Transit  2014         NaN
2176        Kepler-454 b      6.84    2.36   0.10   1.03       NaN          0  Primary Transit  2015         NaN
2178        Kepler-455 b     68.05    6.94   2.34   0.98       NaN          0  Primary Transit  2015         NaN
2179        Kepler-456 b     57.79    6.60   2.34   0.98       NaN          0  Primary Transit  2015         NaN
2180        Kepler-457 b     20.36    2.35   0.16   1.04       NaN          0  Primary Transit  2015         NaN
2181        Kepler-457 c     20.36    2.35   0.35   1.04       NaN          0  Primary Transit  2015         NaN
2182        Kepler-458 b     19.26    4.59   1.34   0.98       NaN          0  Primary Transit  2015         NaN
2183        Kepler-458 c     14.75    4.20   0.15   0.98       NaN          0  Primary Transit  2016         NaN
2184        Kepler-459 b     33.06    5.50   1.77   1.01       NaN          0  Primary Transit  2015         NaN
2185        Kepler-460 b     52.15    6.38   1.16   1.07       NaN          0  Primary Transit  2015         NaN
2186        Kepler-460 c     33.25    5.51   0.73   1.07       NaN          0  Primary Transit  2016         NaN
2189        Kepler-462 c     22.20    4.82   0.74   1.97       NaN          0  Primary Transit  2015         NaN
3100     Kepler-1319 A b      2.81    1.41   0.03   0.56    116.30          0  Primary Transit  2016         NaN
3447   Kepler-1647(AB) b    483.27   11.87   2.72   2.19       NaN          0  Primary Transit  2015         NaN
3448       Kepler-1649 b      1.12    1.08   0.05   0.22       NaN          0  Primary Transit  2017         NaN
3449       Kepler-1650 b      0.34    0.75   0.02   0.33    120.50          0  Primary Transit  2017         NaN
3450       Kepler-1652 b      1.26    1.12   0.16   0.36    252.00          1  Primary Transit  2017         NaN
3451     Kepler 1651 A b      7.38    1.84   0.06   0.52     69.40          0  Primary Transit  2017         NaN
3452       KIC-5010054 b     68.05    6.94   1.86   1.05       NaN          0  Primary Transit  2013         NaN
3453       KIC-5094412 b     37.07    5.71   0.78   0.82       NaN          0  Primary Transit  2013         NaN
3456       KIC-5522786 b      1.75    1.23   1.64   1.79       NaN          1  Primary Transit  2013         NaN
3457       KIC-5732155 b       NaN   12.77   1.52   1.13       NaN          0  Primary Transit  2013         NaN
3458       KIC-6185331 b     41.43    5.92   0.27   1.03       NaN          0  Primary Transit  2011         NaN
3459       KIC-6372194 b    124.32    8.29   0.59   0.80       NaN          0  Primary Transit  2013         NaN
3460       KIC-6436029 b      5.66    3.07   1.15   0.83       NaN          0  Primary Transit  2013         NaN
3462       KIC-8012732 b    242.14    9.74   1.09   0.92       NaN          0  Primary Transit  2015         NaN
3463       KIC-9413313 b       NaN     NaN    NaN   0.95       NaN          0  Primary Transit  2015         NaN
3464       KIC-9662267 b     10.98    3.81   1.11   0.86       NaN          0  Primary Transit  2013         NaN
3466       KIC-9704149 b     17.89    4.48   1.40   0.86       NaN          0  Primary Transit  2013         NaN
3469      KIC-10024862 b     32.84    5.49   1.37   1.07       NaN          0  Primary Transit  2015         NaN
3470      KIC-10255705 b     79.37    7.28   1.60   1.10       NaN          0  Primary Transit  2013         NaN
3471      KIC-10905746 b      3.57    2.65   0.08   0.58       NaN          0  Primary Transit  2011         NaN
3472      KIC-11152511 b     13.05    4.03   0.63   1.01       NaN          0  Primary Transit  2013         NaN
3473      KIC-12454613 b      3.15    2.55   1.52   0.87       NaN          0  Primary Transit  2013         NaN
3474      KIC-12557548 b      0.10    0.85   0.01   0.70    470.00          0  Primary Transit  2012         NaN
3478           KOI-188 b     79.49   10.95   0.04   0.93    650.00          0  Primary Transit  2014         NaN
3479           KOI-192 b     92.20   13.78   0.07   0.96   1100.00          0  Primary Transit  2014         NaN
3480           KOI-195 b    108.10   12.21   0.04   0.91    880.00          0  Primary Transit  2014         NaN
3481        KOI-368.01 b       NaN   20.50   0.58   2.17   1070.00          0  Primary Transit  2014         NaN
3482           KOI-415 b  19756.79    8.85   0.42   0.94       NaN          0  Primary Transit  2013         NaN
3484           KOI-682 b    256.00    9.86   1.34   1.02       NaN          0  Primary Transit  2015         NaN
3485           KOI-771 b       NaN   13.78   1.47   0.95       NaN          0  Primary Transit  2015         NaN
3486           KOI-830 b    403.78   12.10   0.04   0.87    730.00          0  Primary Transit  2014         NaN
3487       KOI-1089.02 b    203.48    7.00   0.09   0.98       NaN          0  Primary Transit  2014         NaN
3489          KOI-1843 b      0.32    0.58   0.00   0.46       NaN          0  Primary Transit  2013         NaN
3490          KOI-2700 b      0.86    1.06   0.02   0.63       NaN          0  Primary Transit  2013         NaN
3492          KOI-5833 b      8.29    3.47   1.12   0.98       NaN          0  Primary Transit  2015         NaN
3493          KOI-5929 b     14.16    4.14   1.12   0.86       NaN          0  Primary Transit  2015         NaN
3494             KPS-1 b    346.55   11.54   0.03   0.89       NaN          0  Primary Transit  2018         NaN
3498          LHS 1140 b      6.64    1.43   0.08   0.15     12.47          1  Primary Transit  2017         NaN
3500        LP 358-499 b      2.19    1.31   0.03   0.52       NaN          0  Primary Transit  2017         NaN
3501        LP 358-499 c      3.18    1.48   0.04   0.52       NaN          0  Primary Transit  2017         NaN
3502        LP 358-499 d      8.27    2.02   0.08   0.52       NaN          0  Primary Transit  2017         NaN
3503          LP415-17 b      4.71    1.80   0.06   0.65     82.00          0  Primary Transit  2018         NaN
3504          LP415-17 c      6.52    2.60   0.09   0.65     82.00          0  Primary Transit  2018         NaN
3505          LP415-17 d      4.90    1.90   0.19   0.65     82.00          0  Primary Transit  2018         NaN
3507         MASCARA-1 b   1176.38   16.80   0.04   1.72    188.70          0  Primary Transit  2017         NaN
3508         MASCARA-2 b   5404.98   20.50   0.06   1.89       NaN          0  Primary Transit  2018         NaN
3540            NGTS-1 b    258.17   14.90   0.03   0.62    224.00          0  Primary Transit  2017         NaN
3541            NGTS-2 b    235.28   17.86   0.06   1.64    360.30          0  Primary Transit  2018         NaN
3542           NGTS-3A b    756.70   16.58   0.02   1.02   1010.00          0  Primary Transit  2018         NaN
3543        NLTT 41135 b  10714.58   12.66   0.02   0.19     22.70          0  Primary Transit  2010         NaN
3600        OGLE-TR-10 b    216.20   19.26   0.04   1.18   1500.00          0  Primary Transit  2004         NaN
3601        OGLE-TR-56 b    413.32   13.44   0.02   1.17   1500.00          0  Primary Transit  2002         NaN
3602       OGLE-TR-111 b    171.69   12.06   0.05   0.82   1500.00          0  Primary Transit  2004         NaN
3603       OGLE-TR-113 b    394.25   12.43   0.02   0.78   1500.00          0  Primary Transit  2004         NaN
3604       OGLE-TR-132 b    371.99   13.78   0.03   1.26   1500.00          0  Primary Transit  2004         NaN
3605       OGLE-TR-182 b    337.02   16.46   0.05   1.14       NaN          0  Primary Transit  2007         NaN
3606       OGLE-TR-211 b    238.46   14.11   0.05   1.33       NaN          0  Primary Transit  2007         NaN
3607       OGLE2-TR-L9 b   1379.86   18.08   0.03   1.52    900.00          0  Primary Transit  2007         NaN
3612            POTS-1 b    734.44   10.54   0.04   0.69       NaN          0  Primary Transit  2013         NaN
3632           Qatar-1 b    422.86   13.22   0.02   0.80       NaN          0  Primary Transit  2010         NaN
3633           Qatar-2 b    790.72   12.81   0.02   0.74       NaN          0  Primary Transit  2011         NaN
3634           Qatar-3 b   1370.32   12.28   0.04   1.15       NaN          0  Primary Transit  2016         NaN
3635           Qatar-4 b   1859.95   17.38   0.03   0.95       NaN          0  Primary Transit  2016         NaN
3636           Qatar-5 b   1373.50   12.40   0.04   1.13       NaN          0  Primary Transit  2016         NaN
3637           Qatar-6 b    212.38   11.89   0.04   0.82    101.00          0  Primary Transit  2017         NaN
3648          SWEEPS-04b   1208.17    9.07   0.06   1.24   8500.00          0  Primary Transit  2006         NaN
3649          SWEEPS-11b   3084.02   12.66   0.03   1.10   8500.00          0  Primary Transit  2006         NaN
3662        TRAPPIST-1 b      0.86    1.09   0.01   0.08     12.10          0  Primary Transit  2016         NaN
3663        TRAPPIST-1 c      1.38    1.06   0.02   0.08     12.10          0  Primary Transit  2016         NaN
3664        TRAPPIST-1 d      0.41    0.77   0.02   0.08     12.10          1  Primary Transit  2016         NaN
3665        TRAPPIST-1 e      0.64    0.92   0.03   0.08     12.10          1  Primary Transit  2017         NaN
3666        TRAPPIST-1 f      0.67    1.04   0.04   0.08     12.10          1  Primary Transit  2017         NaN
3667        TRAPPIST-1 g      1.34    1.13   0.05   0.08     12.10          1  Primary Transit  2017         NaN
3668        TRAPPIST-1 h      0.35    0.75   0.06   0.08     12.10          0  Primary Transit  2017         NaN
3669             TrES-1b    241.95   12.31   0.04   0.88    157.00          0  Primary Transit  2004         NaN
3670             TrES-2b    398.38   13.32   0.04   0.98    220.00          0  Primary Transit  2006         NaN
3671             TrES-3b    607.27   14.62   0.02   0.92       NaN          0  Primary Transit  2007         NaN
3672             TrES-4b    291.55   19.11   0.05   1.39    479.00          0  Primary Transit  2007         NaN
3673             TrES-5b    565.30   13.54   0.02   0.89    360.00          0  Primary Transit  2011         NaN
3695            WASP-1 b    273.43   16.62   0.04   1.24       NaN          0  Primary Transit  2006         NaN
3696            WASP-2 b    269.30   12.08   0.03   0.84    144.00          0  Primary Transit  2006         NaN
3697            WASP-3 b    654.96   16.28   0.03   1.24    223.00          0  Primary Transit  2007         NaN
3698            WASP-4 b    393.29   15.62   0.02   0.93    300.00          0  Primary Transit  2007         NaN
3699            WASP-5 b    520.47   13.12   0.03   1.00    297.00          0  Primary Transit  2007         NaN
3700            WASP-6 b    159.92   13.71   0.04   0.89    307.00          0  Primary Transit  2008         NaN
3701            WASP-7 b    305.22   14.90   0.06   1.28    140.00          0  Primary Transit  2008         NaN
3702            WASP-8 b    713.46   11.63   0.08   1.03     87.00          0  Primary Transit  2008         NaN
3703           WASP-10 b   1004.69   12.10   0.04   0.71     90.00          0  Primary Transit  2008         NaN
3704  WASP-11-HAT-P-10 b    146.25   11.70   0.04   0.82    125.00          0  Primary Transit  2008         NaN
3705           WASP-12 b    446.39   19.44   0.02   1.35    427.00          0  Primary Transit  2008         NaN
3706           WASP-13 b    154.20   15.29   0.05   1.10    156.00          0  Primary Transit  2008         NaN
3707           WASP-14 b   2334.00   14.35   0.04   1.21    160.00          0  Primary Transit  2008         NaN
3708           WASP-15 b    172.32   15.99   0.05   1.18    308.00          0  Primary Transit  2008         NaN
3709           WASP-16 b    271.84   11.29   0.04   1.02       NaN          0  Primary Transit  2009         NaN
3710           WASP-17 b    154.52   22.30   0.05   1.20       NaN          0  Primary Transit  2009         NaN
3711           WASP-18 b   3316.11   13.05   0.02   1.24    100.00          0  Primary Transit  2009         NaN
3712           WASP-19 b    354.19   15.62   0.02   0.90       NaN          0  Primary Transit  2009         NaN
3713           WASP-20 b     99.52   16.34   0.06   1.20    210.00          0  Primary Transit  2011         NaN
3714           WASP-21 b     95.38   13.55   0.05   1.01    230.00          0  Primary Transit  2010         NaN
3715           WASP-22 b    196.17   13.43   0.05   1.10    300.00          0  Primary Transit  2010         NaN
3716           WASP-23 b    281.06   10.77   0.04   0.78       NaN          0  Primary Transit  2010         NaN
3717           WASP-24 b    340.51   14.56   0.04   1.13    332.50          0  Primary Transit  2010         NaN
3718           WASP-25 b    184.41   14.11   0.05   1.00    169.00          0  Primary Transit  2010         NaN
3719           WASP-26 b    326.84   14.35   0.04   1.12    250.00          0  Primary Transit  2010         NaN
3720           WASP-28 b    288.37   13.59   0.04   1.02    410.00          0  Primary Transit  2010         NaN
3721           WASP-29 b     77.23    9.42   0.05   0.82     80.00          0  Primary Transit  2010         NaN
3722           WASP-31 b    151.98   17.21   0.05   1.16    400.00          0  Primary Transit  2010         NaN
3723           WASP-32 b   1144.58   13.22   0.04   1.10       NaN          0  Primary Transit  2010         NaN
3724           WASP-33 b    667.67   17.95   0.03   1.50    116.00          0  Primary Transit  2010         NaN
3725           WASP-34 b    187.58   13.66   0.05   1.01    120.00          0  Primary Transit  2010         NaN
3726           WASP-35 b    228.92   14.78   0.04   1.07       NaN          0  Primary Transit  2011         NaN
3727           WASP-36 b    724.59   14.21   0.03   1.02    450.00          0  Primary Transit  2010         NaN
3728           WASP-37 b    572.29   12.99   0.04   0.85    338.00          0  Primary Transit  2010         NaN
3729           WASP-38 b    862.25   12.08   0.08   1.22    110.00          0  Primary Transit  2010         NaN
3730           WASP-39 b     89.02   14.22   0.05   0.93    230.00          0  Primary Transit  2011         NaN
3731           WASP-41 b    298.86   13.22   0.04   0.95    180.00          0  Primary Transit  2010         NaN
3733           WASP-42 b    158.97   12.10   0.05   0.52       NaN          0  Primary Transit  2011         NaN
3734           WASP-43 b    652.41   11.60   0.02   0.72       NaN          0  Primary Transit  2011         NaN
3735           WASP-44 b    282.65   12.77   0.03   0.95       NaN          0  Primary Transit  2011         NaN
3736           WASP-45 b    320.17   12.99   0.04   0.91       NaN          0  Primary Transit  2011         NaN
3737           WASP-46 b    667.99   14.67   0.02   0.96       NaN          0  Primary Transit  2011         NaN
3738           WASP-47 b    359.27   13.10   0.05   1.11    200.00          0  Primary Transit  2011         NaN
3740           WASP-47 d     13.61    3.71   0.09   1.11    200.00          0  Primary Transit   TTV      2015.0
3741           WASP-47 e      9.22    1.87   0.02   1.11    200.00          0  Primary Transit   TTV      2015.0
3742           WASP-48 b    311.58   18.70   0.03   1.19       NaN          0  Primary Transit  2011         NaN
3743           WASP-49 b    120.18   12.49   0.04   0.93       NaN          0  Primary Transit  2011         NaN
3744           WASP-50 b    456.88   12.75   0.03   0.86    230.00          0  Primary Transit  2011         NaN
3745           WASP-52 b    146.25   14.22   0.03   0.87    140.00          0  Primary Transit  2011         NaN
3748           WASP-54 b    190.76   15.68    NaN    NaN       NaN          0  Primary Transit  2011         NaN
3749           WASP-55 b    181.23   14.56   0.05   1.01    330.00          0  Primary Transit  2011         NaN
3750           WASP-56 b    190.76   13.44    NaN    NaN       NaN          0  Primary Transit  2011         NaN
3751           WASP-57 b    254.35   12.32    NaN    NaN       NaN          0  Primary Transit  2011         NaN
3752           WASP-58 b    282.97   15.34   0.06   0.94    300.00          0  Primary Transit  2011         NaN
3753           WASP-59 b    222.56   10.08   0.07   0.72    125.00          0  Primary Transit  2011         NaN
3754           WASP-60 b    158.97   10.08   0.05   1.08    400.00          0  Primary Transit  2011         NaN
3755           WASP-61 b    654.96   13.89   0.05   1.22    480.00          0  Primary Transit  2011         NaN
3756           WASP-62 b    181.23   15.57   0.06   1.25    160.00          0  Primary Transit  2011         NaN
3757           WASP-63 b    120.82   16.02   0.06   1.32    330.00          0  Primary Transit  2011         NaN
3758           WASP-64 b    381.53    7.84    NaN    NaN       NaN          0  Primary Transit  2011         NaN
3759           WASP-65 b    492.81   12.45   0.03   0.93    310.00          0  Primary Transit  2011         NaN
3760           WASP-66 b    737.62   15.57   0.05   1.30    380.00          0  Primary Transit  2011         NaN
3761           WASP-67 b    133.53   15.68   0.05   0.87    225.00          0  Primary Transit  2011         NaN
3762           WASP-68 b    302.04   13.89   0.06   1.23       NaN          0  Primary Transit  2011         NaN
3763           WASP-69 b     82.66   11.84   0.05   0.83     50.00          0  Primary Transit  2011         NaN
3764         WASP-70 A b    187.58   13.04   0.05   1.11    245.00          0  Primary Transit  2011         NaN
3765           WASP-71 b    717.91   16.80   0.05   1.57    200.00          0  Primary Transit  2012         NaN
3766           WASP-72 b    464.51   14.22   0.04   1.39       NaN          0  Primary Transit  2013         NaN
3767           WASP-73 b    597.73   12.99   0.06   1.34       NaN          0  Primary Transit  2013         NaN
3768           WASP-74 b    308.40   17.47   0.04   1.48    120.00          0  Primary Transit  2014         NaN
3769           WASP-75 b    340.20   14.22   0.04   1.14    260.00          0  Primary Transit  2013         NaN
3770           WASP-76 b    292.50   20.50   0.03   1.46    120.00          0  Primary Transit  2013         NaN
3771         WASP-77 A b    559.57   13.55   0.02   1.00       NaN          0  Primary Transit  2012         NaN
3772           WASP-78 b    368.81   19.60   0.04   2.02    550.00          0  Primary Transit  2012         NaN
3773           WASP-79 b    286.15   19.04   0.05   1.56    240.00          0  Primary Transit  2012         NaN
3774           WASP-80 b    176.14   10.66   0.03   0.58     60.00          0  Primary Transit  2013         NaN
3776           WASP-81 c  17995.40    9.01   2.01   1.08    410.00          0  Primary Transit  2016         NaN
3777           WASP-82 b    394.25   18.70   0.04   1.63    200.00          0  Primary Transit  2013         NaN
3778           WASP-83 b     95.38   11.65   0.06   1.11    300.00          0  Primary Transit  2014         NaN
3779           WASP-84 b    220.65   10.55   0.08   0.84    120.00          0  Primary Transit  2013         NaN
3780           WASP-85 b    402.19   13.89   0.04   1.09       NaN          0  Primary Transit  2014         NaN
3781           WASP-86 b    261.03    7.08   0.06   1.24    360.00          0  Primary Transit  2016         NaN
3782         WASP-87 A b    702.65   15.51   0.03   1.20    240.00          0  Primary Transit  2014         NaN
3783           WASP-88 b    178.05   19.04   0.06   1.45       NaN          0  Primary Transit  2013         NaN
3784           WASP-89 b   1875.85   11.65   0.04   0.92       NaN          0  Primary Transit  2014         NaN
3785           WASP-90 b    200.30   18.26   0.06   1.55    340.00          0  Primary Transit  2013         NaN
3786           WASP-91 b    426.04   11.54   0.04   0.84       NaN          0  Primary Transit  2017         NaN
3787           WASP-92 b    255.94   16.36   0.03   1.19    530.00          0  Primary Transit  2016         NaN
3788           WASP-93 b    467.37   17.89   0.04   1.30    250.00          0  Primary Transit  2016         NaN
3789         WASP-94 A b    143.71   19.26   0.06   1.29       NaN          0  Primary Transit  2014         NaN
3791           WASP-95 b    359.27   13.55   0.03   1.11       NaN          0  Primary Transit  2013         NaN
3792           WASP-96 b    152.61   13.44   0.05   1.06       NaN          0  Primary Transit  2013         NaN
3793           WASP-97 b    419.68   12.66   0.03   1.12       NaN          0  Primary Transit  2013         NaN
3794           WASP-98 b    263.89   12.32   0.04   0.69       NaN          0  Primary Transit  2013         NaN
3795           WASP-99 b    883.87   12.32   0.07   1.48       NaN          0  Primary Transit  2013         NaN
3796          WASP-100 b    645.42   18.93   0.05   1.57       NaN          0  Primary Transit  2013         NaN
3797          WASP-101 b    158.97   15.79   0.05   1.34       NaN          0  Primary Transit  2013         NaN
3798          WASP-102 b    198.39   14.10   0.04   1.17       NaN          0  Primary Transit  2016         NaN
3799          WASP-103 b    473.73   17.11   0.02   1.22    470.00          0  Primary Transit  2014         NaN
3800          WASP-104 b    404.42   12.73   0.03   1.02    143.00          0  Primary Transit  2014         NaN
3801          WASP-105 b    572.29   10.75   0.07   0.89       NaN          0  Primary Transit  2017         NaN
3802          WASP-106 b    612.03   12.15   0.09   1.27    283.00          0  Primary Transit  2014         NaN
3803          WASP-107 b     38.15   10.53   0.06   0.69       NaN          0  Primary Transit  2017         NaN
3804          WASP-108 b    371.04   13.61   0.04   1.17    220.00          0  Primary Transit  2014         NaN
3805          WASP-109 b    289.33   16.16   0.05   1.20    330.00          0  Primary Transit  2014         NaN
3806          WASP-110 b    163.74   13.87   0.05   0.89    320.00          0  Primary Transit  2014         NaN
3807          WASP-111 b    588.19   16.15   0.04   1.50    210.00          0  Primary Transit  2014         NaN
3808          WASP-112 b    279.79   13.34   0.04   0.81    450.00          0  Primary Transit  2014         NaN
3809          WASP-113 b    151.02   15.78   0.06   1.32    360.00          0  Primary Transit  2016         NaN
3810          WASP-114 b    562.44   15.00   0.03   1.29    460.00          0  Primary Transit  2016         NaN
3811          WASP-117 b     87.59   11.44   0.09   1.13       NaN          0  Primary Transit  2014         NaN
3812          WASP-118 b    163.42   16.13   0.05   1.32    250.00          0  Primary Transit  2016         NaN
